index,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6885,Manhatten dream apt thats just like home.,1967818,Debra,Manhattan,Hell's Kitchen,40.76769,-73.99129,Private room,110,30,0,,,1,105
6886,BED IN FAMILY HOUSE (ONLY WOMEN),215778245,Jessy & Christian,Queens,Corona,40.74147,-73.86753,Shared room,23,1,8,3/06/2019,2.12,6,308
6887,Excellent Find in Fort Greene,14163033,Lucas,Brooklyn,Fort Greene,40.68814,-73.97108,Entire home/apt,200,2,0,,,1,0
6888,Home 4 Medical Professionals-MAIM0,26377263,Stat,Brooklyn,Borough Park,40.64032,-73.99728,Private room,50,30,0,,,43,361
6889,Anna's place  bed and breakfast,203572377,Anna,Staten Island,Prince's Bay,40.527,-74.20941,Private room,118,1,0,,,1,353
6890,Orchard Street Studio !,1613244,Ariel,Manhattan,Lower East Side,40.72003,-73.98901,Entire home/apt,105,30,12,6/10/2017,0.24,9,227
6891,Beautiful 2 Bedroom near Brooklyn Museum!,144195040,Deanna,Brooklyn,Crown Heights,40.67257,-73.95958,Entire home/apt,150,1,29,22/06/2019,1.41,1,135
6892,"Sunny, plant filled, heavenly room",10478551,Lyora,Brooklyn,Clinton Hill,40.68419,-73.96428,Private room,50,10,0,,,1,0
6893,"Duane Street, Upscale Tribeca Studio",22541573,Ken,Manhattan,Tribeca,40.71642,-74.00679,Entire home/apt,210,30,1,30/04/2019,0.43,87,329
6894,Modern Private Room in Prime Williamsburg!,48851196,Ilya,Brooklyn,Williamsburg,40.71042,-73.94744,Private room,80,25,0,,,1,0
6895,Make Our Home Your Home,19512999,Bennett,Manhattan,Upper West Side,40.80251,-73.96532,Entire home/apt,325,3,2,14/09/2015,0.04,1,0
6896,Upper East Side! Studio Near Museum Mile!,256718270,Tara,Manhattan,Upper East Side,40.77932,-73.95343,Entire home/apt,109,30,2,1/06/2019,1.43,1,197
6897,KEW GARDEN HILLS BEST.,251413755,Jc,Queens,Flushing,40.7384,-73.83052,Entire home/apt,132,30,0,,,1,342
6898,Colorful 1 Bedroom APT in the East Village,2301618,Monica,Manhattan,East Village,40.7334,-73.98801,Entire home/apt,146,18,34,1/06/2018,0.5,1,0
6899,Perfect Spot Between Bryant Park and Times Square,260191397,Hotel Mela,Manhattan,Theater District,40.75679,-73.98726,Private room,100,1,2,15/06/2019,2,7,300
6900,BEDROOM IN UWS,50448556,Miguel,Manhattan,Harlem,40.80519,-73.95091,Private room,100,6,0,,,5,0
6901,Entire 3 bedroom apartment in beautiful Harlem,18042477,Madeline,Manhattan,Washington Heights,40.83329,-73.94056,Entire home/apt,160,14,0,,,1,59
6902,Private sunny bedroom very close to Manhattan!,79373189,Laureta,Queens,Long Island City,40.75726,-73.93555,Private room,40,1,113,27/05/2019,3.17,2,57
6903,Sunny Stuyvesant Private Bedroom Madison 1R-4,226410657,Nina,Brooklyn,Bedford-Stuyvesant,40.68595,-73.93109,Private room,42,30,2,13/02/2019,0.33,27,345
6904,Comfy Midtown East Getaway,73262360,Blake,Manhattan,Midtown,40.75893,-73.96751,Entire home/apt,290,4,1,3/06/2019,0.83,1,52
6905,Cozy bedroom in LES apartment,8473523,Alexandra,Manhattan,Lower East Side,40.71857,-73.98867,Private room,75,1,7,19/06/2019,0.55,1,0
6906,Extra Large 1 Bedroom Park Slope / Prospect Park,150044472,Amar,Brooklyn,South Slope,40.66163,-73.98265,Entire home/apt,159,2,5,16/05/2018,0.26,2,0
6907,Welcoming Brooklyn Artist's Room in Williamsburg,16118005,Floriana,Brooklyn,Williamsburg,40.70831,-73.96192,Private room,70,1,11,11/03/2019,0.89,1,0
6908,"Sunny, cosmopolitan and modern apartment.",69286284,Kofi,Manhattan,East Harlem,40.79566,-73.94137,Entire home/apt,160,4,57,29/05/2019,1.51,1,31
6909,A room for rest before you wander,9541963,Rebecca,Brooklyn,Crown Heights,40.6746,-73.9474,Entire home/apt,90,1,51,7/07/2019,4.47,1,2
6910,Cozy suite in a Townhouse,26411218,Desmond,Queens,Elmhurst,40.73491,-73.888,Entire home/apt,83,3,77,7/07/2019,4.05,2,22
6911,"Upper E. side, one month minimum",11443640,James,Manhattan,Upper East Side,40.78158,-73.94808,Entire home/apt,110,1,3,29/08/2017,0.06,1,0
6912,A beautiful cozy room with balcony,87370616,Francisca,Bronx,Longwood,40.81998,-73.90325,Private room,75,2,110,17/06/2019,3.18,2,350
6913,Friendly and well-located place to get away,26538766,Tristan,Brooklyn,Park Slope,40.6681,-73.97726,Shared room,78,1,46,3/02/2018,1.38,2,0
6914,Blue House on Martense,55339775,Jon,Brooklyn,East Flatbush,40.65202,-73.95104,Entire home/apt,30,4,0,,,1,0
6915,Brooklyn Bliss 2,44929652,Lawanne,Brooklyn,East Flatbush,40.64578,-73.94756,Private room,75,2,7,1/07/2019,4.12,4,361
6916,Mid Century Beauty In East Village,6406576,Wendy,Manhattan,East Village,40.72795,-73.98503,Entire home/apt,250,5,0,,,1,0
6917,Two bedroom near Grand Central with a view!!,7408622,Jerome,Manhattan,Midtown,40.75083,-73.97151,Entire home/apt,500,5,23,8/05/2019,0.68,1,179
6918,Caribbean Retreat in the heart of Brooklyn,43876308,Everol,Brooklyn,East Flatbush,40.64464,-73.94807,Entire home/apt,90,2,4,2/07/2019,1.85,1,93
6919,"Urban Zen: Cozy, creative NYC retreat",7188712,Melissa,Manhattan,Washington Heights,40.83137,-73.94117,Private room,119,2,4,12/06/2018,0.16,1,0
6920,Rooftop Condo,42931425,Tino,Brooklyn,Flatbush,40.65333,-73.95381,Private room,100,1,0,,,1,0
6921,Williamsburg large and sunny private room,1002452,Florencia,Brooklyn,Williamsburg,40.71124,-73.94861,Private room,57,7,14,4/05/2019,0.39,2,0
6922,Clean and convenient 2BR apartment,204539,Mark,Queens,Ridgewood,40.70234,-73.89816,Private room,140,7,6,8/10/2015,0.06,5,365
6923,Large sunny room queen bed &balcony,153494,Amikole,Manhattan,Lower East Side,40.71906,-73.9845,Private room,96,1,274,29/06/2019,3.94,1,145
6924,Four points by Sheraton NY Downtown,38216858,Silver,Manhattan,Financial District,40.70877,-74.01466,Private room,270,1,0,,,4,362
6925,Extra room 420friendly & breakfast,218116366,Yankee,Bronx,East Morrisania,40.82831,-73.88746,Private room,80,1,3,1/07/2019,3,2,89
6926,"Industrial Chic, Owners Suite",211893857,Vaughn,Brooklyn,East Flatbush,40.65943,-73.91939,Entire home/apt,110,2,45,3/07/2019,5.27,1,2
6927,Stylish Studio in the heart of NYC,136130770,Aristides,Manhattan,Theater District,40.76037,-73.98747,Entire home/apt,132,24,1,29/05/2018,0.07,1,198
6928,Doorman Swimming Pool Gym Modern Furnished!5208,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.79285,-73.967,Entire home/apt,175,30,7,24/06/2019,0.18,96,280
6929,Beautiful Brooklyn room close to Manhattan!,242573463,Filipe,Brooklyn,Bedford-Stuyvesant,40.69653,-73.94213,Private room,77,2,0,,,7,147
6930,Gorgeous Studio UWS Lincoln Center!,1854977,Amanda,Manhattan,Upper West Side,40.77361,-73.97908,Entire home/apt,180,3,7,2/01/2016,0.15,1,0
6931,Spacious bronx room for 1,211321817,Alexander,Bronx,Eastchester,40.88271,-73.83217,Private room,50,1,0,,,1,88
6932,Central Harlem Modern Oasis,16908803,Brittany,Manhattan,Harlem,40.81448,-73.93714,Entire home/apt,130,6,2,19/06/2018,0.14,1,0
6933,Beautiful apartment direct in Midtown Manhattan,156246842,Sandra,Manhattan,Hell's Kitchen,40.76254,-73.98812,Private room,150,3,54,22/06/2019,2.67,3,24
6934,Large sun-filled Studio: Murray Hill,11691665,Lauren,Manhattan,Kips Bay,40.74398,-73.97662,Entire home/apt,152,1,5,5/01/2018,0.14,1,0
6935,Fully furnished COOL private room.,33201402,Luis,Bronx,Mount Hope,40.84572,-73.91023,Private room,39,1,33,4/07/2019,1.93,1,8
6936,Double Room w Private Deck Clinton Hill Best Area,63613,Patricia,Brooklyn,Clinton Hill,40.69,-73.96788,Private room,55,7,27,30/09/2017,0.23,2,292
6937,Cozy & Tidy Private Room at Upper West Manhattan,29021587,Oscar,Manhattan,Morningside Heights,40.80967,-73.95781,Private room,75,3,0,,,1,0
6938,2 BR apartment in the financial dis.,115771987,Yuki,Manhattan,Financial District,40.70569,-74.00974,Entire home/apt,175,30,0,,,6,317
6939,1BR Comfy Apt - 15min from Midtown,12306481,Pao,Queens,Sunnyside,40.74493,-73.91528,Entire home/apt,95,30,10,19/04/2019,0.28,3,332
6940,"Private, spacious room in Brooklyn",663764,Karen,Brooklyn,East Flatbush,40.651,-73.94886,Private room,50,2,263,24/06/2019,2.69,2,136
6941,Modern Living,1445060,Chi,Brooklyn,Williamsburg,40.70777,-73.94816,Private room,150,4,3,9/11/2018,0.21,1,362
6942,All Nations Home II - pvt br. 2 twin beds,1639755,Adriana,Brooklyn,Fort Hamilton,40.61999,-74.03181,Private room,55,1,34,16/06/2019,0.8,2,281
6943,Bluebird Luxury 1 BR Apartment Near Times Square!,95459395,Bluebird,Manhattan,Hell's Kitchen,40.76173,-73.99937,Entire home/apt,500,30,0,,,18,365
6944,Chic and Cozy Brooklyn Bedroom,26474200,Alyssa,Brooklyn,Greenpoint,40.72373,-73.94088,Private room,100,3,9,28/05/2019,0.69,1,365
6945,Cozy Modern Getaway 30 mins from Manhattan (1Bdrm),232283561,Beverline,Bronx,East Morrisania,40.8296,-73.88971,Private room,125,1,9,25/03/2019,1.46,3,80
6946,Sunny 1 bedroom in Williamsburg,64921358,Kendra,Brooklyn,Williamsburg,40.7139,-73.95615,Private room,65,1,1,30/03/2016,0.03,1,0
6947,1 bedroom in heart of Union Square,170032114,Dilan,Manhattan,Gramercy,40.73419,-73.98726,Private room,120,7,2,2/11/2018,0.19,1,31
6948,Bright UES 1-BR. Walk to Central Park and museums,32626265,Jorge,Manhattan,Upper East Side,40.78539,-73.95056,Entire home/apt,150,2,13,16/12/2018,0.69,1,0
6949,Bright & Cozy Bedroom (near N/R train),28370925,En & Lora,Brooklyn,Sunset Park,40.63909,-74.01815,Private room,47,2,87,23/07/2018,2.32,4,0
6950,Charming Brownstone Apt Fort Greene,1663994,Hellen,Brooklyn,Fort Greene,40.68796,-73.97735,Entire home/apt,178,3,11,2/07/2019,0.24,1,32
6951,Unique Artists' Studio in Manhattan,1407021,Gabe,Manhattan,Chinatown,40.71624,-73.99015,Entire home/apt,180,3,30,3/01/2018,0.63,1,0
6952,Cute Carroll Gardens Apartment.,87988,Samantha,Brooklyn,Carroll Gardens,40.68233,-73.99373,Entire home/apt,130,2,0,,,2,16
6953,1 Bedroom nestled in Bushwick/East Williamsburg,12351745,Gregory,Brooklyn,Bushwick,40.70014,-73.93664,Entire home/apt,150,1,10,24/06/2019,3.49,1,292
6954,Sunny Brooklyn Home,11231506,Reid,Brooklyn,Bedford-Stuyvesant,40.69587,-73.94037,Entire home/apt,85,4,9,3/06/2019,0.22,1,1
6955,BIG Sunny Space by Prospect Park,50903933,Shea,Brooklyn,Flatbush,40.65114,-73.96246,Private room,60,2,2,26/10/2017,0.1,1,0
6956,Huge private room!,14061862,Jay,Brooklyn,Bedford-Stuyvesant,40.69746,-73.9454,Private room,55,2,19,20/06/2019,2.95,3,359
6957,The Hot Spot,208230311,Jordan,Manhattan,Washington Heights,40.83833,-73.94539,Private room,34,1,2,21/06/2019,2,1,278
6958,Cool Chelsea studio for chilling!,2541529,Sarah,Manhattan,Chelsea,40.74237,-74.00063,Entire home/apt,120,2,2,8/06/2016,0.05,1,0
6959,Beautiful Artsy Apartment centrally located!,41083526,Brenda,Queens,Sunnyside,40.74322,-73.91989,Entire home/apt,130,4,0,,,2,0
6960,Spacious and Sunny Duplex with Deck,9737872,Michal And John,Brooklyn,Red Hook,40.67521,-74.01103,Entire home/apt,352,3,7,26/11/2017,0.16,1,0
6961,"R#1Very nice, comfortable, quiet and peaceful room",95958773,Maryna,Brooklyn,Brighton Beach,40.57717,-73.9608,Private room,95,1,7,27/06/2019,0.32,3,342
6962,Spacious Sun Light Studio in Heart of Williamburg.,95552798,Susan,Brooklyn,Williamsburg,40.7176,-73.96148,Entire home/apt,250,3,19,1/10/2018,0.57,1,7
6963,Amazing Room Close to Metro,226338109,Mia,Brooklyn,Bedford-Stuyvesant,40.6887,-73.95572,Private room,60,2,13,11/06/2019,1.83,4,311
6964,"Bright Brooklyn home on the park, private backyard",4857962,Allison,Brooklyn,Bedford-Stuyvesant,40.69017,-73.94825,Entire home/apt,235,3,5,25/11/2018,0.32,1,3
6965,Luxury High-Rise Studio with VIEWS,120577730,Kate,Manhattan,Financial District,40.70833,-74.0131,Entire home/apt,220,2,9,9/04/2019,0.33,1,47
6966,2 bed / 2.5 bath with outdoor space,16260034,Michael,Brooklyn,Crown Heights,40.67742,-73.93737,Entire home/apt,250,7,0,,,1,0
6967,"Bronx, Little Italy, Arthur Ave, Fordham, Yanks.",256683560,Jorge,Bronx,Belmont,40.85398,-73.88737,Shared room,49,1,2,3/06/2019,0.94,2,358
6968,Private room in Bushwick.,61169465,Daniella,Brooklyn,Bedford-Stuyvesant,40.68475,-73.93589,Private room,50,3,1,11/11/2017,0.05,1,0
6969,Sonder | Stock Exchange | Chic 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70782,-74.01066,Entire home/apt,229,2,9,13/05/2019,2.11,327,346
6970,Cozy & Huge 1-Bed Apt in Harlem : Sparkling Clean,51434683,Seong,Manhattan,Harlem,40.80717,-73.94386,Entire home/apt,110,2,6,28/06/2019,2.31,1,0
6971,Sunny bedroom in a spacious loft/apt in Bushwick!,294581,Azu,Brooklyn,Williamsburg,40.70202,-73.94352,Private room,75,3,4,4/07/2019,4,1,101
6972,Spacious Well Kept Apartment 5 min to Midtown,40034304,Finley,Queens,Long Island City,40.75203,-73.9361,Private room,80,3,8,23/10/2018,0.56,1,0
6973,"Spacious Modern 1-bedroom in Greenpoint w/TV, heat",2332386,Ariel,Brooklyn,Greenpoint,40.73469,-73.95527,Entire home/apt,86,4,2,17/03/2017,0.06,1,0
6974,Cozy Bright Private Room in NY (Only for female),69989416,Sammie,Queens,Flushing,40.7555,-73.82712,Private room,30,4,54,21/04/2019,1.39,1,64
6975,FAIRY COTTAGE,93339266,Natasha,Queens,Long Island City,40.75253,-73.9315,Entire home/apt,150,2,0,,,1,0
6976,BRKLYN SIMPLE ROOM,237729032,Samuel,Brooklyn,Cypress Hills,40.68603,-73.8782,Private room,40,1,1,10/06/2019,1,2,340
6977,Charming Fort Greene 2 BR,6064963,Sarah,Brooklyn,Fort Greene,40.68879,-73.97589,Entire home/apt,150,3,0,,,1,0
6978,Great value! Private room Queen size Couch bed,147762665,Jose,Bronx,Wakefield,40.88688,-73.85848,Private room,37,1,14,5/07/2019,1.42,3,332
6979,Subarriendo apartamento enero  febrero 2018,158229004,Cristhian,Queens,Astoria,40.76919,-73.9305,Entire home/apt,70,1,0,,,1,0
6980,A Large Private Room in Greenpoint- 15 min to Manh,72512761,Erik,Brooklyn,Greenpoint,40.72325,-73.94911,Private room,44,1,29,30/05/2019,4.07,3,0
6981,New York Apartment in a Beautiful Neighborhood,7700456,Seema,Manhattan,Washington Heights,40.85548,-73.93741,Entire home/apt,89,7,0,,,1,1
6982,Grand and Bright Home in Historic Park Slope,185212,Marc,Brooklyn,Park Slope,40.67091,-73.97479,Entire home/apt,168,5,0,,,1,23
6983,"Williamsburg Brooklyn, Parkside Penthouse NYC View",8072802,John,Brooklyn,Williamsburg,40.7179,-73.95103,Private room,99,1,340,1/07/2019,4.9,2,263
6984,Sonder | Hanover Square | Airy 1BR + Rooftop,12243051,Sonder,Manhattan,Financial District,40.70506,-74.0079,Entire home/apt,185,29,1,1/10/2018,0.11,96,220
6985,Modern One Bedroom in Kips Bay (4),1306850,Kalpana,Manhattan,Kips Bay,40.7402,-73.97935,Entire home/apt,195,2,7,19/11/2016,0.15,1,0
6986,Ditmas Park Affordable Luxury-Private Room,204541838,Diana,Brooklyn,Flatbush,40.64489,-73.96363,Private room,65,3,15,24/06/2019,2.05,2,208
6987,Sunny Bedroom in quirky apartment,21416490,Elizabeth,Manhattan,Murray Hill,40.74713,-73.98075,Private room,175,2,8,7/06/2019,0.43,1,177
6988,Sunny & Cheery Bronx Home - with Chickens!,7558748,Lily,Bronx,Mott Haven,40.8084,-73.92037,Entire home/apt,115,2,36,29/06/2019,3.12,1,114
6989,Sunny Apt in the Heart of Brooklyn,23254783,Amanda,Brooklyn,Williamsburg,40.71219,-73.94826,Entire home/apt,115,3,43,7/07/2019,1.03,1,0
6990,"Charming Chelsea Bungalow w/
Large Outdoor Terrace",1008066,Francesca,Manhattan,Chelsea,40.74557,-73.99871,Entire home/apt,250,2,14,26/05/2019,1.51,1,28
6991,Lower East Side Studio,3817581,Omar,Manhattan,Lower East Side,40.72028,-73.98794,Entire home/apt,123,30,1,31/05/2019,0.77,1,96
6992,Spacious Greenwich Village Apt,99212,Jessica,Manhattan,Greenwich Village,40.73194,-73.99474,Entire home/apt,225,5,10,11/05/2019,0.1,1,91
6993,2 Bedroom Home away from home,62154352,Emily,Manhattan,Harlem,40.81427,-73.95141,Entire home/apt,150,2,0,,,1,40
6994,Charming pre-war in West Village,2063794,Laura,Manhattan,West Village,40.73778,-74.00287,Entire home/apt,350,2,16,20/11/2018,0.47,1,16
6995,Amazing Space For Your Chelsea Stay,122419373,Pablo,Manhattan,Chelsea,40.74119,-74.0006,Private room,429,2,119,17/06/2019,4.33,1,288
6996,"Own Room & Bath, Sunny Town House, 18"" to Wall St",1464358,Dian,Brooklyn,Bedford-Stuyvesant,40.68106,-73.9292,Private room,97,3,29,25/06/2019,1.57,1,118
6997,Affordable Luxury 1,77134747,Marcus,Brooklyn,Cypress Hills,40.68017,-73.89031,Private room,115,3,3,9/10/2016,0.09,1,82
6998,Amazing Quite & Cozy Room with Private Backyard!,159362106,Matan,Brooklyn,Williamsburg,40.71345,-73.95938,Private room,61,1,25,26/06/2019,1.27,1,7
6999,Cool apartment in Brooklyn with free cinema & gym,35506555,Jermaine,Brooklyn,Bedford-Stuyvesant,40.69167,-73.95381,Private room,77,2,6,9/12/2018,0.38,2,89
7000,Large 1 Bedroom Apartment,46311875,Michael,Manhattan,Chelsea,40.75183,-73.99633,Entire home/apt,140,30,0,,,1,167
7001,"Sunny Spacious Studio, Subway Right Downstairs!",13758411,Shell,Manhattan,Upper East Side,40.77807,-73.95003,Entire home/apt,160,1,1,18/12/2018,0.15,1,71
7002,Room in lovely loft with waterfront view,2971336,Alain,Brooklyn,Williamsburg,40.71797,-73.96628,Private room,140,10,5,4/01/2018,0.21,2,0
7003,Modern: 5mins to train; 30min to Times-2 Bath (2),175311339,Eduardo,Queens,Jackson Heights,40.75295,-73.86465,Private room,37,2,66,2/07/2019,4.06,5,150
7004,Great Townhome!! 1 Stop from Manhattan! Sleeps 6,99268393,Brian,Queens,Long Island City,40.74436,-73.95205,Entire home/apt,175,2,42,1/07/2019,3.77,1,238
7005,Luxury Chelsea Townhouse at the High Line,1347034,Janine,Manhattan,Chelsea,40.74599,-74.00253,Entire home/apt,500,2,7,22/06/2019,0.08,1,361
7006,"Luxe Large Studio Apt with Rooftop, Doorman, & Gym",6319849,Charles,Manhattan,Hell's Kitchen,40.75678,-73.99357,Entire home/apt,198,9,2,31/01/2019,0.28,1,12
7007,Cozy Modern Room in Greenpoint - GREAT LOCATION!,129559316,Tk,Brooklyn,Greenpoint,40.72225,-73.94328,Private room,115,1,6,27/09/2018,0.49,1,0
7008,ROOM # 7 Near to JFK & LGA airport,258589420,Diego,Queens,Richmond Hill,40.68782,-73.83348,Private room,53,1,12,6/07/2019,5.37,7,180
7009,Spectacular 4 Story Townhouse,25168124,Diana,Brooklyn,Greenpoint,40.72998,-73.95649,Entire home/apt,480,7,2,26/04/2019,0.13,1,23
7010,Bushwick Apartment  // L Train,190828985,Francis,Brooklyn,Williamsburg,40.70361,-73.942,Entire home/apt,150,2,5,22/11/2018,0.4,2,0
7011,Central Park West Apartment King,266341812,Sophia,Manhattan,Upper West Side,40.79147,-73.96644,Private room,99,14,0,,,1,87
7012,"A Prime location private room furnished 3br,2b ap",420399,Gautam,Manhattan,Upper East Side,40.77158,-73.95786,Private room,80,5,3,20/06/2019,0.15,2,50
7013,COOL DEAL,1284729,Selcuk,Manhattan,Upper East Side,40.77756,-73.95408,Entire home/apt,137,7,1,8/04/2019,0.33,1,12
7014,Compact Comfy Cute Private room in Brooklyn Ctown,201403610,青明,Brooklyn,Sunset Park,40.64165,-74.00922,Private room,39,2,6,1/04/2019,0.53,5,224
7015,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #12,205031545,Red Awning,Manhattan,Midtown,40.75376,-73.96644,Entire home/apt,500,28,1,3/01/2019,0.16,49,257
7016,1 berm south brooklyn,239851275,Joseph,Brooklyn,Sheepshead Bay,40.60263,-73.94355,Private room,200,1,0,,,1,363
7017,Charming 1BR by Washington Square Park Heart of NY,231675945,Alex,Manhattan,West Village,40.73236,-74.00213,Entire home/apt,370,3,20,1/07/2019,3.02,1,155
7018,Cozy room in the heart of Bushwick,222581357,Stella,Brooklyn,Bushwick,40.69276,-73.91465,Private room,35,30,31,7/07/2019,3.94,3,316
7019,Bright twin room in 1 min walk to M/J trains,248161322,Sergii,Brooklyn,Bushwick,40.7008,-73.9394,Shared room,45,30,0,,,14,364
7020,Cozy quiet room in Morningside brownstone,92690603,Ruth,Manhattan,Morningside Heights,40.80576,-73.95832,Private room,85,3,49,14/06/2019,1.46,1,2
7021,Sonder | 116 John | Comfortable Studio + Gym,219517861,Sonder (NYC),Manhattan,Financial District,40.70811,-74.00616,Entire home/apt,100,29,0,,,327,333
7022,Huge Sunny Apt Hip/Family Area,772862,Jesse,Brooklyn,Clinton Hill,40.68645,-73.96587,Entire home/apt,160,3,24,18/05/2019,0.33,1,365
7023,"Chic, Contemporary 2br Brooklyn Condo",227993479,Carrie & Mick,Brooklyn,Bushwick,40.70165,-73.92056,Entire home/apt,231,1,23,20/06/2019,3.71,1,335
7024,Modern Room with private bathroom in spacious apt,27427335,Tyler,Brooklyn,Greenpoint,40.71937,-73.95332,Private room,99,3,3,28/10/2017,0.13,1,0
7025,City Living with a Home Town Feel.,105061915,Darlene,Manhattan,East Harlem,40.80279,-73.9445,Private room,43,1,13,2/07/2019,0.72,2,6
7026,Nicely Furnished 1.5BR in LIC For Long Term Stay,2115395,Amit,Queens,Long Island City,40.74479,-73.94997,Entire home/apt,107,31,2,22/06/2019,0.9,1,133
7027,Place for sleeping and exploring NYC,209121939,Linda,Manhattan,Harlem,40.82005,-73.93949,Private room,65,1,21,17/06/2019,1.94,2,58
7028,Beautiful lots of light room in the heart of LES,244182582,Milena,Manhattan,Lower East Side,40.71923,-73.99336,Private room,74,30,0,,,4,332
7029,Midtown West Modern Charming 1BD Apt near Times Sq,5513694,Paul,Manhattan,Hell's Kitchen,40.76377,-73.98786,Entire home/apt,200,2,49,10/05/2019,1.06,1,205
7030,Hell’s Kitchen Apartment,15485954,Bryan,Manhattan,Hell's Kitchen,40.76315,-73.99235,Entire home/apt,200,1,29,1/04/2019,2.79,1,0
7031,Bright Quiet Airy Tribeca Loft,374115,Victoria,Manhattan,Tribeca,40.72403,-74.00858,Entire home/apt,200,2,7,26/05/2019,0.29,1,0
7032,Big Williamsburg BR near the J train!,11483208,Claire,Brooklyn,Williamsburg,40.70903,-73.95936,Private room,55,1,4,24/04/2016,0.1,1,0
7033,Large Room in Trendy Bushwick,9864136,Anthony,Brooklyn,Bushwick,40.68591,-73.91344,Private room,45,1,18,26/02/2018,0.41,26,250
7034,"Spacious Comfy Space, Full of Light",33395500,David,Brooklyn,Boerum Hill,40.68307,-73.97981,Private room,55,15,0,,,1,0
7035,"Midtown 2Bed  1.5Bath Luxury Full Kitchen, Balcony",214347105,Roman,Manhattan,Midtown,40.75224,-73.96526,Entire home/apt,449,3,23,19/05/2019,2.36,8,326
7036,Best NYC Deal on upper west!,10346860,Shlom And Lyndz,Manhattan,Upper West Side,40.79994,-73.97094,Entire home/apt,400,1,0,,,1,0
7037,Cozy Spacious Apartment,24448659,Christian,Brooklyn,Midwood,40.62971,-73.95069,Entire home/apt,60,3,1,2/01/2015,0.02,1,0
7038,"BROOKLYN HEIGHTS Private Studio, 1 stop Manhattan!",5130754,Patrick,Brooklyn,Brooklyn Heights,40.69343,-73.99611,Entire home/apt,100,4,3,15/06/2019,0.2,1,4
7039,Affordable room in a friendly house,24643923,Toby,Manhattan,Harlem,40.80882,-73.94165,Private room,35,20,2,10/01/2015,0.04,1,0
7040,Private Room for Students/Residents/ 001LL safe area,104812805,Amarjit S,Staten Island,Arrochar,40.59679,-74.083,Private room,34,4,39,27/04/2019,1.39,8,347
7041,Private Studio in charming Tudor style home.,165257273,Soon,Queens,Flushing,40.77193,-73.79966,Private room,50,30,5,6/06/2019,0.4,3,296
7042,Large Sunny 3Bedroom Apartment with Office,139712252,Charn,Brooklyn,Crown Heights,40.66652,-73.93167,Entire home/apt,150,3,6,25/06/2019,2.17,1,313
7043,Bright Modern clean convenient Brooklyn Location,138607228,Edward,Brooklyn,Bushwick,40.69432,-73.90658,Entire home/apt,150,2,17,26/08/2018,1.15,3,0
7044,"5min walk to Metro+Laundry, Cleaning, & AC!",155299207,Casey,Brooklyn,Crown Heights,40.67648,-73.93881,Private room,33,30,0,,,1,45
7045,Private spacious studio,2687920,Ikk,Manhattan,Morningside Heights,40.80777,-73.96703,Entire home/apt,94,2,1,27/10/2018,0.12,1,3
7046,Cozy Pre-War Harlem Apartment,826192,Lewis,Manhattan,Harlem,40.80827,-73.95329,Shared room,49,3,168,6/07/2019,4.6,1,248
7047,Bright and Charming Studio East V.,23945185,Natalia,Manhattan,East Village,40.726,-73.97773,Entire home/apt,100,7,6,2/03/2016,0.11,1,0
7048,Luminous Modern Apt Share for Young Professionals,2822805,Ollie,Brooklyn,Bedford-Stuyvesant,40.68531,-73.95185,Private room,60,30,44,19/05/2019,0.78,8,99
7049,"Lovely Apartment in trendy Astoria, Queens",146677115,Alex,Queens,Astoria,40.76437,-73.91937,Entire home/apt,250,3,3,2/01/2018,0.16,1,1
7050,Minimalist Studio in Central Downtown,17040751,Jaisy,Manhattan,Civic Center,40.71224,-74.00684,Entire home/apt,150,90,0,,,1,0
7051,Private Apartment for Discerning Travelers,16200683,Motonobu,Manhattan,Harlem,40.81246,-73.95161,Entire home/apt,155,4,18,20/04/2019,1.05,1,0
7052,Large Suite w/private bathroom by central park,223346842,Alex,Manhattan,Harlem,40.80551,-73.95136,Private room,92,2,44,6/07/2019,5.57,3,51
7053,"Gorgeous UWS apt, close to culture and nature!",3263559,Rachel,Manhattan,Upper West Side,40.77509,-73.98159,Entire home/apt,187,3,7,8/02/2019,0.33,1,5
7054,Best Gramercy one bedroom apartment,204744401,Howard,Manhattan,Kips Bay,40.73968,-73.98217,Entire home/apt,199,5,18,4/06/2019,1.65,1,248
7055,"Angie Suite  in the Heights
Se habla Español",174986751,Angie,Manhattan,Washington Heights,40.85054,-73.93956,Private room,75,3,13,7/06/2019,0.91,3,137
7056,4 Bedroom House Perfect for Cooperate Rental,62317991,Phillipa,Brooklyn,East Flatbush,40.64145,-73.9433,Entire home/apt,350,2,34,24/06/2019,1,1,344
7057,"Private room in charming, eclectic Flushing home",135732224,Laura,Queens,Flushing,40.75474,-73.82166,Private room,44,1,0,,,1,0
7058,Bright one bedroom blocks from Barclays Center,28695751,Ian & Wendy,Brooklyn,Park Slope,40.68164,-73.9779,Entire home/apt,125,3,22,11/03/2019,0.72,2,0
